label,claim
1,obama plans a tax increase for everyone earning more than 42000 a year
1,says tom nelson backed higher taxes on social security costing wisconsin seniors 95 million
1,says nobody in higher education believes gov rick perrys proposal to serve up 10000 college degrees is possible
1,says mitt romneys campaign has already spent more on negative ads than john mccain did during his entire presidential run
1,politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how i want
1,the wisconsin legislature raised taxes more than 5 billion in 2009
1,while mayor kenney personally doesnt support drop he cant fault highly qualified city employees for appropriately utilizing a benefit thats available to them
1,says us rep martin heinrich spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas
1,kasichs budget raised taxes by billions hitting businesses hard and the middle class even harder
1,says drug dealers have overdosed on purpose to avoid prosecution
1,more than 100000 women in texas have attempted to selfinduce abortion in the past year alone
1,92 percent of the jobs lost during barack obamas first term belonged to women
1,says wisconsin gov scott walker in his budget repair bill is showing that no stone goes unturned as he asks everyone to tighten their belts
1,the number of jobs created and people lifted out of poverty during bill clintons presidency was a hundred times what it was under president ronald reagan
1,medicare officials have treated humana and aarp inconsistently on how they can communicate with seniors
1,since mr fosters been mayor we have less small businesses in the city of st petersburg
1,i was totally against the war in iraq
1,says every legislative district in the state has at least one craft brewery and countless home brewers
1,president obama was saying success is the result of government not hardworking people when he said if youve got a business you didnt build that somebody else made that happen
1,virginia has a responsibility to fund 55 percent of public education and is payingjust 41 percent
1,a recent drop in the unemployment rate is questionable because it was calculated over two days of the thanksgiving week
1,tampa mayoral opponent bob buckhorn supported forcing police officers to keep their guns locked in the trunks of their cruisers
1,we have over 300 state agencies fortyfive of those agencies are related to health care
1,small businesses are going out of business in record numbers
1,says unions take away hardearned money of teachers firefighters and police officers to play politics
1,only a few months ago the fbi arrested three broward county commissioners for accepting millions of dollars in trade for illegal favors
1,not a single segment of the proposed beltline intersects the marta system at marta stations
1,terry mcauliffe has threatened to shut down virginias government if his budget plan isnt supported
1,says donald trump is going to go out and carpet bomb the middle east
1,jeff atwaters busy helping his friends and wasting our tax dollars 48 million for a government building so lavish its dubbed the taj mahal 100000 for a golf musuem and 110 million to build a private prison to help a big contributor
1,anybody who is familiar with the historical data from the irs knows that raising income tax rates will likely actually reduce federal revenues
1,the 90 percent statistic ofsupporting background checks thats been debunked
1,none of 400 million the city of austin proposes to spend on road projects will be used to add new lanes to congested roadways
1,gas prices have never been higher and exxon mobils profits have never been higher
1,expanding medicaid will worsen health care options for the most vulnerable among us in texas
1,glen sturtevant is against smaller class sizes
1,new jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade
1,on samesex marriage
1,the biggest contribution behind a decrease in us unemployment was 12 million people leaving the workforce
1,the keystone oil pipeline would employ 20000 people in the united states
1,a dallas proofofinsurance ordinance resulted in area tow lots mostly filling with the cars of illegal residents
1,gov scott walker received a 7300 pay raise
1,rural schools enroll 40 percent of american children but receive only 22 percent of federal education funding
1,thirtyseven percent of central falls retired police officers and firefighters are out on disability pensions in most municipalities about 5 percent of retirees collect disability pensions
1,signs letter saying consumer product safety commission is acting without consultation or input from the company to stop the sale of buckyballs
1,in most muslim countries we cant have a church were not able to build synagogues its forbidden
1,says bruce braley threatened to sue a neighbor over chickens that came onto his property
1,says she wiped out the state agriculture departments inspections of eggs at retail sites like grocery stores
1,german citizens were disarmed by their government in the late 1930s which allowed the nazis to carry out their evil intentions with relatively little resistance
1,ups left 15000 employees spouses without health insurance and told them to go on an exchange with no employer subsidy
1,claims wisconsin senate majority leader scott fitzgerald said it is necessary to eliminate unions in order to balance future budgets
1,says rob portman even voted to allow people on the terrorism watch list to buy guns
1,says ken cuccinelli attacked churches for helping the poor
1,siemens has been unable to fill approximately 200 skilled trade positions in metro atlanta
1,a precinct in the allen westpatrick murphy recount has 7 registered voters in guatemalan community and the tally showed 900 voted
1,the nearly sixyear delay in approving keystone is costing americans more than 100000 jobs
1,says epa regulation of greenhouse gases will endanger 575 texas dairy facilities 58 swine operations 1300 corn farms and 28000 beef cattle operations
1,cancer and matters to do with kidney failure kill more people in kenya today than malaria tuberculosis and aids combined
1,says scientists are in dispute over whether being gay is a choice
1,says president obama has doubled the deficit
1,says his plan would cut taxes without increasing the deficit
1,our national debt is as low as it has been since world war ii
1,you will learn more about donald trump by going down to the federal elections to see the financial disclosure form than by looking at tax returns
1,says climate scientist james hansen says we have until perhaps 50 years from now or maybe a little longer and at that point we are looking at 10 20 30 feet of sealevel rise
1,yes this would be the same congressman rep pete hoekstra who last year tweeted the whereabouts of a topsecret mission to iraq
1,everything i have said on the campaign trail has been factually accurate
1,a third of all the young people in america are not in america today because of abortion because one in three pregnancies end in abortion
1,over the next two years this 18 billion deficit will cost individual wisconsinites 300 each or 1200 for families of four
1,on support for ronald reagans policies
1,of our 98000 teachers who are k12 over 53000 of those teachers today are over 50 years old
1,every time weve cut the capital gains tax the economy has grown whenever we raise the capital gains tax its been damaged
1,most young americans right now theyre not covered by health insurance
1,says when i voted against an increase in the minimum wage it was in the 80s
1,says if we do nothing and continue to let obamacare siphon off that 700 billion dollars off the top of it medicare goes away in less than 10 years certain accounts of it and it just falls apart at the seams
1,gains in atlanta public schools scores on a national standardized test lend credence to dramatic score increases on state tests
1,paul workman wants to raise the sales tax
1,says common core is a federal mandate
1,90 of rural women and 55 of all women are illiterate in morocco
1,virginia is home to more veterans per capita than any state in america
1,we could cut unemployment in half simply by reclaiming the jobs taken by illegal workers
1,wisconsins effective unemployment rate is 20 percent
1,china owns about 29 percent of the us debt
1,says democrats cut 35 million from the state budget for information technology improvements
1,a paul ryanscott walker or scott walkerpaul ryan ticket for the white house in 2016 would be unconstitutional because both men live in wisconsin
1,says peter kilmartin has only three years experience in his own law practice
1,on tim kaine in exchange for campaign contributions he appointed a radical jihadi to the virginia immigration commission
1,says gerald daugherty is endorsed by the austin americanstatesman
1,sayspeter kilmartin voted in favor of expanding the good behavior statute to sex offenders
1,on switching parties
1,says an estimate that texas will face an 18 billion budget gap is a number that somebody just reached up in the air and grabbed
1,rhode island voters are moving away from the democratic party to nonaffiliation
1,president obama plans to impose a tax of at least 23 percent on the medicare prescription drug benefit for lowincome beneficiaries
1,last year exxonmobil made 19 billion in profit guess what they paid zero in taxes they got a 156 million refund from the irs
1,one year today since gop took control of the house and no new jobs
1,welcome to wisconsin road signs have always been made in wisconsinbut scott walker is outsourcing themto an outofstate company and paying more money for them
1,virginias current unemployment rate is the lowest in virginia history
1,on privatization of social security
1,every time weve cut taxes revenues have gone up the economy has grown
1,says highspeed rail would have created 60000 jobs
1,on the last night of the general assembly by 11 oclock 95 to 98 percent of the business was done so we really didnt have that latenight session we were just holding on one bill
1,says i worked with our mayor and other commissioners to help save the school year when a budget crisis in salem threatened to cut four weeks of the school year including negotiating with teachers to work for free
1,in just one month the democrats have spent more than president bush spent in seven years on the war in iraq the war in afghanistan and hurricane katrina combined
1,the obama administration was successful in rushing a massive spending bill through congress in just two days after which it sat on the presidents desk for three days while he was away on vacation
1,the majority actually want singlepayer health care
1,proposed immigration legislation would give new immigrants a taxpayerfunded cellular phone
1,the most likely triggering cause of microcephaly is the dtap shot a vaccine that had been recently mandated by the brazilian government to be injected into pregnant women
1,says us rep paul ryans budget proposal eliminates medicare in 10 years
1,californias capitol building is second only to disneyland among visitor sites in the state
1,illegal immigrants mow the grass around the texas capitol
1,gov scott walkers plan to freeze pay for state employees includes a 54 percent raise for himself
1,a census bureau worker says he was told to skew information to bring the unemployment rate down as we headed into an election season
1,and you know our first president and our first commander in chief prayed every day he had a field manual of prayers
1,says sen sherrod brown cast the deciding vote on the government takeover of health care
1,on possibly raising the social security retirement age
1,in the 1990s the biden crime bill added 100000 cops to americas streets as a result murder and violent crime rates went down eight years in a row
1,if you have an investment for your childs education or own a mutual fund or a stock in a retirement plan obama is going to raise your taxes
1,oregon is the most tradedependent state in the nation
1,says the government wants to require farm tractor drivers to hold commercial drivers licenses even if theyre just crossing a single public road
1,atlanta public schools 2011 crct tests were given under the strictest security possible
1,gov crists veto also clears the way for taxpayer funding of abortion in florida
1,the centerpiece of senator mccains education policy is to increase the voucher program in dc by 2000 slots
1,says romney supported a law that could have made most common forms of birth control illegal
1,i have never asked for nor received a single earmark or pork barrel project for my state
1,the omnibus bill has only 38 billion in earmarks
1,the baucus health care bill could be used to ban guns in home selfdefense
1,we have more illegal immigrants here than we did five years ago
1,says ted cruz is a supporter of legalizing people that are in this country illegally and proposed giving them work permits
1,says hillary clintons plan would bring in 620000 refugees in her first term alone with no effective way to screen or vet them her plan would cost 400 billion in terms of lifetime welfare and entitlement costs
1,on releasing photographs depicting the abuse of prisoners
1,congresswoman roslehtinen has long record of voting against va backlog fixes
1,in the 2014 elections the american people overwhelmingly said we dont want obamacare and we dont want amnesty
1,on whether he would vote for the budget proposed by rep paul ryan rwis
1,on restoring voting rights to nonviolent felons
1,medicare passed with virtually no republican support
1,former president george w bush and former vice president dick cheney are unable to visit europe due to outstanding warrants
1,isis is making millions of dollars a week selling libyan oil
1,among syrian refugees there arent that many women there arent that many children
1,the new health care law crushes small businesses with billions in penalties
1,ukraine voluntarily gave up its nuclear weapons because the united states of america said it would ensure its territorial integrity from russia
1,on drilling off the atlantic coast
1,jack kingston had more earmarks at one time than every member of the georgia delegation put together
1,says that in 41 states government workers are better paid than the taxpayers who support them
1,just on jan 1 of this year there were 40000 new laws put on the books in one day
1,says he faced a record budget deficit in virginia in 2014
1,fully inflating tires is a step that every expert says would absolutely reduce our oil consumption by 3 to 4 percent
1,the republicans just voted last year to end medicare
1,social security is a ponzi scheme
1,jason kander supports obamas plan to bring the remaining suspected terrorists to us soil
1,photos prove the denver light rail system has low ridership
1,paula deen supported and campaigned for barack obama
1,its gotten to a point where the average federal worker makes twice as much as the average private sector worker
1,obama says iran is a tiny country doesnt pose a serious threat
1,today you cant rely on the retirement fund for public employees its not funded
1,china holds 26 percent of the us debt
1,there were fewer civilian casualties in cambodia than there have been from american drone attacks
1,the fiscal cliff agreement was the largest tax increase in history
1,if youre a small business and dont adopt the health care plan that senator obama mandates hes going to fine you
1,if 20 million illegals vote you can kiss the second amendment goodbye
1,josh mandel is lying about his own record the rating of ohios investment fund has not improved
1,bill nelson voted for higher taxes 150 times
1,a proposed san antonio ordinance will allow men into womens restrooms in the city
1,rob portman is the one who actually sucked the jobs out of the mahoning valley and sent them to china
1,says barack obama has gone from blaming george w bush to plagiarizing george w bush
1,new federal projections estimate that the health care overhaul will cost 176 trillion over 10 years well above the 940 billion democrats originally claimed
1,says russ feingold voted to give social security benefits to illegal immigrants
1,says she voted against the medicare part d prescription drug program because it was unfunded
1,on protecting social security benefits and changing the retirement age
1,you cant read a speech by george washington without hearing him reference god the almighty
1,300000 floridians have lost their health insurance as a result of obamacare
1,john boehner has called for repealing the rest of the stimulus which would raise taxes on 110 million middle class people
1,rhode island is leading our nation in foreclosures
1,in 2005 dan branch tried to expand thirdtrimester abortions in texas
1,we had a press conference here that interestingly no one in the mainstream media covered
1,says new jerseys job growth in may represents 25 percent of all the jobs created in the country
1,every major study that has been done by a legitimate group shows that there are hundreds of thousands of jobs to be created if you pass our capandtrade legislation and if you wind up pricing carbon
1,according to hud it is patently unfair and socially unjust that wealthy people can live in an exclusive neighborhood
1,says library district would come at no direct cost to the city budget
1,says gov rick scott allowed republican legislators to cut his teacher pay raise proposal by 60 percent
1,for the votes that we got i think we spent on average two bucks a pop compared to 42 bucks for incumbent milwaukee county executive chris abele
1,under obama the national debt has been reduced every year for the last five years
1,the benghazi victims were left helpless to die as hillary clinton soundly slept in her bed
1,not one of the 17 gop candidates has discussed how theyd address the rising cost of college
1,obamacare is the biggest tax increase in american history
1,says challenger dominic chavez is a rick perry republican lobbyist
1,tampa is the strip club capital of the world
1,says the federal government borrows almost 60 billion per week
1,homosexual behavior cuts your lifeby about 20 years
1,the democrats plan to raise your tax rates to 70 or 80 percent
1,says milwaukee mayor tom barrett is responsible for the roughly 7800 i pay in property taxes per year
1,says patrick murphy wrongly conveyed rubios stance on abortion for women infected by zika
1,scientists are questioning the original idea that manmade global warming is what is causing the climate to change it is more and more being put into question
1,annexation would lead to overcrowding at decaturs city schools
1,bushs tax cuts for high earners have been the biggest contributor to the budget deficit
1,the american people spoke pretty loudly they said stop all the looming tax hikes
1,on advancing state money for a formula one race
1,for every single scientist that tells you global warming is happening and that its our faulti can stack up another group of reports that say just the opposite
1,says ann kuster said the debate over americas debt limit is not an important issue of the day
1,amendments hillary clinton supported and voted for in 2006 she no longer supported in 2008 showing she changed positions on an india nuclear deal
0,for every dollar a county gets in taxes from new development it costs us 40 to 50 percent more to provide services
0,when union membership goes down so do middle class wages
0,the white house budget plan will bring domestic discretionary spending to its lowest share of our economy since dwight eisenhower was president
0,says wendy davis born into difficult circumstances was the daughter of a single mother and a teenage mother herself
0,expanding medicaid would require borrowing more money drastically expanding our deficit
0,says thom tillis has cut 500 million from public education
0,the treaty of tripoli signed by president john adams was his outreach to muslims
0,the obama administration raised discretionary spending by 24 percent from president george w bushs last fullyear budget and will run up more debt by october than bush did in eight years
0,the list of voters that north carolina republicans tried to purge was twothirds black and democratic
0,solar and wind energy are both cheaper than nuclear right now
0,when it comes to being effective at creating jobs chris christie has not had a record of governing for effectiveness last year new jersey created no net new jobs
0,says taxes were raised 115 times in the eight years before i became governor and those increases were part of a path that led to wealth and jobs and people leaving our state
0,says sen rob portman says ted strickland earned 400000 a year as a lobbyist after leaving ohio for washington
0,says donald trump was a democrat longer in the last decade than he was a republican
0,the fiscal cliff deal ultimately raised taxes
0,taxpayers are on the hook for less than a third of the proposed new atlanta falcons stadium and those funds are repaid from money that comes from outsiders
0,on bringing casino gambling and other gaming to georgia
0,throughout his time in elected office barack obama has taken multiple positions on banning handguns and the dc handgun ban
0,jim renacci supports a national sales tax of 23 percent
0,mitt romney did not endorse ted cruz even though he said he is voting for cruz and urged others to do likewise
0,says rep maxine waters dcalif only needs about 40000 to 50000 votes to win election to congress compared with the 120000 votes king needs because waters has a higher immigrant population
0,our countrys got this huge debt and president barack obama says raise taxes and keep spending more
0,on usisraeli relations prime minister benjamin netanyahu set the record straight he said our two countries have exactly the same policy and our security cooperation is unprecedented
0,says romney and ryan both backed proposals that would outlaw abortions even in cases of rape or incest
0,we have 25 million americans out of work
0,when we lower tax rates we generate more in revenues that happened in 86 with the reagan plan happened in 2001 following the bush plan
0,says republican us senate candidate tommy thompson supports massive tax cuts for corporations that outsource wisconsin jobs
0,i delivered a flat tax for my state i took my state to no 1 in job creation with all due respect to what rick perry has said about texas we did a little bit better
0,worked with ronald reagan and helped reelect him
0,buck wants to privatize social security
0,sharron angle supported a scientology plan to give massages to prisoners
0,since sherrod brown and the democrats rammed the economic stimulus bill through ohios unemployment rate has risen to 96 percent above the national average
0,every one of the mass shootings except two in america since 1950 have been in gunfree zones
0,says gov rick perry was for wall street bailout before he was against it
0,weve had a dramatic drop in violent crime since this law stand your ground has been in effect
0,the 23billion budget deficit i inherited when i came into office became a 29billion surplus
0,our school test scores are right at the bottom
0,gubernatorial candidate maggie hassan supported 33 tax and fee increases as senate majority leader
0,says bernie sanders wants higher standards for toy guns than real guns
0,cuba wants to let the chinese drill in some of the very parts of the gulf that american producers are currently forbidden to touch as close as 45 miles off the florida coast
0,says under mitt romney massachusetts was 47th in job creation
0,if the debt ceiling is surpassed our nation will not go into default as some suggest
0,the health care bill dumps 15 to 18 million lowincome americans into a medicaid program that none of us want to be a part of because 50 percent of doctors wont see new patients
0,the 201315 state budget backed by gov scott walker and republican lawmakers left our technical colleges funded at 1989 levels
0,thirtyfive states have accepted highspeed intercity rail money
0,the federal government may put 16500 irs agents in charge of policing president obamas health care bill
0,since 2007 texas has gained 440000 people while maryland has lost 20000
0,richard burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people
0,today there are more hoosiers going to work than ever before in the 200year history of the great state of indiana
0,says donald trump promised the mass deportation of latino families
0,says chris christie vetoed a jobs package of 30 bills
0,murder went up when romney was governor robbery went up violent crimes went up
0,due to a flaw in the 1995 outer continental shelf deep water royalty relief act numerous oil companies are now drilling in the gulf of mexico in federal lands and paying no royalties to the federal government
0,says he helped to draft parts of the doddfrank wall street reform bill
0,says new jersey has the highest unemployment rate in the region and stagnant job growth
0,during the housing crisis catherine cortez masto gave a sweetheart contract worth millions to a dc law firm that then donated thousands to her political campaigns
0,says north carolina rep renee ellmers was the only republican to vote against an amendment to prioritize the deportation of sexual criminals who are illegal immigrants
0,says president barack obama has amended delayed or repealed 19 components of his very own health care law
0,dep has 2812 employees the lowest level since the mid80s
0,john mccain began his career in washington as a lobbyist when he was appointed in 1976 as the navys liaison to the united states senate
0,we live in a time of historically low violent crime rates and historically high gun ownership rates nationally
0,every poll said i won the debate
0,republicans control the us senate with 54 seats but those 54 senators were elected by only twothirds the number of voters who elected the democrats in the senate the majority party represents a minority of the people
0,there are 500 failing schools in north carolina
0,on campaign donations from texas capitol lobbyists
0,for every 1 spent on afterschool programs we can save over 5 almost 6 in crime costs down the line
0,what i have put forward does not add a penny to the debt
0,said state insurance commissioner candidate ralph hudgens fights hard to strip women of lifesaving coverage such as mammograms
0,global warming leads to much quicker spread of the zika virus because the increased temperature makes mosquitoes mature faster bite more due to having a higher metabolism and makes the zika virus inside of them incubate faster
0,says gov chris christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years
0,tim kaine doubled down in his support of devastating defense cuts saying the the deal was the right thing to do
0,400 bills have my name on them either as a sponsor or a cosponsor you dont get that done unless you work with folks on the other side
0,says donald trump says organized crime runs wild on reservations
0,explosive growth in medicare is the reason federal deficit spending is predicted to top 1 trillion again after falling to 600 billion annually
0,750 days since bill nelson the democrats in the senate passed a budget how can this be justified
0,as governor in the face of partisan attacks charlie crist had the courage to save jobs and lead his state into economic recovery
0,mccains plan for the economy is to extend george bushs tax cuts for billionaires and give a 100billion additional corporate tax cut
0,on delaying a health care mandate on business
0,isis reaches about 100 million people a day through social media
0,says john raese said he wants 1000 laser systems put in the sky and we need it right now
0,the portlandmilwaukie light rail transit project has created 1525 direct jobs as of june 11 2012
0,as a senator hillary clinton has her name on three laws in eight years
0,says oregon recyclers cant recycle plastic bags
0,the health care reform law reduces the deficit by nearly 12 trillion over the next two decades
0,since i took office wisconsin now has the 2nd highest health care quality ranking in the country
0,more than 80 percent of georgians dont support legislation to ease gun restrictions in houses of worship in bars and on campuses
0,says president obama has cracked down on employers who are attracting undocumented immigrants and hiring them more than any previous president
0,under maggie hassans leadership we increased state spending in the middle of the great recession by 24 percent leading up to and following it
0,illegal immigration costs georgia 24 billion a year
0,as the ceo of ebay whitman started a separate division that only sells porn
0,marco rubio was subpoenaed
0,if the republicans were the majority rep barton would have actually the gavel and the chairmanship
0,mitt romneys companies were pioneers in outsourcing us jobs to lowwage countries
0,as virginia lost over 65000 jobs tim kaine put partisan ambitions first by serving as dnc chairman during the last year of his governorship
0,says he has repeatedly praised chuck hagels character patriotism bravery and personal service defending our nation
0,the us house rule barring members from wearing hats while in session dates back to the 1800s and can be waived by the speaker
0,says us senate candidate adam hasner cited his efforts to weaken prolife and school choice legislation as unequivocal proof that hes a moderate
0,says donald trump cashed in on sept 11collecting 150000 in federal funds intended to help small businesses recover even though days after the attack trump said his properties were not affected
0,from 1960 the year i was born until the time i became governor in 2003 the average twoyear increase in minnesota state spending was 21 percent we brought that down dramatically to about 17 percent per year
0,i want to freeze interest rates for five years
0,says rep charlie bass rnh voted to raise his own pay eight times
0,says texas leads the nation in fatal industrial accidents
0,a miscarriage is considered an abortion
0,says the number of democrats who voted for the gop measure allowing health plan renewals is close to the number who voted on gop bills to delay mandates on employers and individuals
0,lets say republicans take away half of our delegates theyre worth more than iowas new hampshires and almost south carolinas combined
0,when marcy kaptur brought home 42 million for new manufacturing jobs dennis kucinich voted no
0,my support from young voters those 18 to 24 in november 2014 was largely unheard of for a republican
0,i have won more elections than any chairman since 1938
0,we the city of atlanta are overbuilt on housing
0,there have been more than 300 mass shootings in the united states this year more than any other country in the world
0,georgia is one of the 10 most taxfriendly states for retirees
0,weve got an average of 5600 soldiers committing suicide thats about 20 a day
0,says hillary clinton once wanted a wall on the mexican border
0,he stood up to barack obama by passing legislation that prevents you from being forced to join government health plans or buy health insurance against your will
0,every dropout costs us 72000 for the life of that person
0,republicans chuck grassley john boehner and john mica flipflopped on providing endoflife counseling for the elderly
0,we bring in enough tax revenue to service our debt pay for medicare and medicaid and social security and then still have about 300 billion or 400 billion left over
0,us rep bill young has accepted 737000 from lobbyists and recipients of his earmarks
0,our county now has the fastest growing airport in america attracting nearly 1000 new private sector jobs
0,says there are homes for sale on and around oswego lake right now for under 150000 that anyone is welcome to buy
0,in fact oil spills from tankers are far more common than the very rare leaks from rigs or pipelines
0,obama voted against funding our troops
0,the health care reform law offsets 6 years of benefits with 10 years of tax increases
0,says donald trump hired illegal workers from poland and he had to pay a million dollars or so in a judgment
0,it costs a hell of a lot more money to put somebody in jail than send them to the university of virginia
0,obamacare medical device tax has led to the loss of thousands of jobs in us
0,if every small business in our state on average was able to create one new job we would cut our unemployment rate in half
0,the majority of americans now doubt that our children will have a better future
0,says he lived up to a 2008 promise when he closed corporate tax loopholes that were sending profits overseas
0,97 percent of the work that planned parenthood does is about mammograms and preventative health
0,oregons per capita income is 9 percent below the national average and getting worse this is a state thats actually getting poorer
0,florida has the most errors and exonerations from death row
0,the cdc issued a report commissioned by president obama just earlier this year and it found some very inconvenient facts armed citizens are less likely harmed by attackers effectiveness of gun control laws is mixed gun buybacks dont work
0,more than 25 million americans are unemployed more than 50 million live without health insurance perhaps 100 million live in poverty
0,says a gun bill before the senate would make it a federal felony to leave town for more than seven days and leave someone else at home with your firearms
0,by fiscal year 2013 the state is expected to wipe through hope scholarship reserve funds
0,national debt plus unfunded liabilities adds up to 520000 per american household
0,says donald trump has a long history of exporting jobs overseas
0,says he would have almost twice the actual experience practicing law greg abbott did on becoming attorney general of texas
0,wisconsins government accountability board ignored their duties and did not regularly audit voters to remove felons for a span of 16 elections
0,in north carolina now were near the national average for unemployment
0,if youre born poor youre more likely to stay poor than any time in american history
0,obamacare could force thousands of volunteer fire stations to cut service or close entirely
0,the mack penny plan for the federal budget would balance our budget by 2019 and continues to gain support
0,the star ohio fund just received the highest possible credit rating one of these funds can receive
0,says sam houston opposed slavery and as governor said texas should not leave the union over slavery
0,the united states accounted for 26 percent of worldwide military spending during the cold war but now accounts for 41 percent
0,95 percent of job creators say wisconsin is headed in the right direction
0,milwaukee police use deadly force at a rate that is among the lowest in the country
0,the bush administration pulled the troops out of afghanistan pulled the resources away because they wanted to invade iraq instead
0,for the first time in 13 years our dependence on foreign oil is below 50 percent
0,romney outsourced call center jobs to india
0,thomas jefferson expressed strong support for a balanced budget amendment in 1798
0,it is estimated that arizona has lost more than 100 million in hospitality industry revenues since passage of the arizona immigration laws
0,says state senate leaders have accepted 142400 in campaign contributions from dentists and pharmacists during the past two years
0,clayton county has employed 1300 people over the past seven months through the neighborhood stabilization program
0,says new jersey is losing 50 football fields of open space to development every day and the more we develop upstream the more flooding we have downstream
0,president barack obama deserves to be called the most successful food stamp president in american history because 47 million americans are on food stamps
0,on issue after issue that really were hard to explain or understand you voted present and anytime anyone raises that theres always some kind of explanation
0,florida high schools are four out of the top 10 in the entire united states
0,says unemployment tripled in dane county due to kathleen falks tax policies
0,says his office has already recovered over 2 billion from wall street for the workers retirees and investors who were harmed
0,says hillary clinton completely ignored dozens and dozens of requests for more security for the benghazi consulate
0,gov bob mcdonnell in 2010 did not even create enough jobs to keep pace with population growth in virginia
0,the medical marijuana ballot initiative doesnt require a physician writing a prescription and can be for conditions like having a back that needs to be scratched
0,it is a fact that the economy does better when we have a democrat in the white house
0,proposed tax changes are a handout to bp
0,georgia has lost 14 percent of its jobs paying more than 50000 a year and added 15 percent to its medicaid rolls during the recovery
0,if we increase fuel efficiency standards to 40 45 miles a gallon we would have to import zero oil from the middle east
0,on abortion
0,for middleclass families under the baucus plan 13 percent of what they make could be deducted directly from their paychecks the socalled max tax
0,9997 percent of the kids live in poverty that attend cleveland public schools
0,scary fact about our national debt in 1791 it was 75 million today it rises by that amount in about an hour
0,tim pawlenty has cut education funding in minnesota classrooms are overcrowded districts have gone to fourday school weeks
0,says oil productions down where obamas in charge
0,says it will cost 220 per square foot in hard construction costs to rebuild portland public high schools
0,if todays economy was rebounding at the rate of the reagan recovery it would have created the equivalent of 25 million new jobs and raised federal revenue by 800 billion a year
0,forty percent of the fortune 500 were started either by immigrants or children of immigrants
0,we spend a staggering amount of money on health care over 2trillion and almost twice as much as any other country per person
0,report that gop insisting on changes to social security as part of fiscalcliff false btw those changes are supported by barackobama
0,if parents dont have health insurance that senator obama wants them to have for their children they will be fined
0,says more than 1 million texans are jobless the state has its highest unemployment rate in more than 20 years and joblessness doubled on rick perrys watch
0,says that in some texas communities our unemployment rate is still at 10 and 20 percent
0,the republican party lost 11 million registered voters since 2008 the democratic party lost 12 million registered voters while voter registration in the libertarian party rose 8 percent
0,the election bill allows persons to correct an absentee ballot if they did not sign it and requires an extra two hours a day for early voting everything else in this bill is discretionary
0,women in barack obamas white house are earning less than men
0,louisianas film incentives program is so big they actually shot an upcoming film initially titled dont mess with texas in new orleans
0,we are the most generous in new england and new england is known for its generosity toward its welfare recipients
0,says we will pay the new chancellor a basic salary of nearly 300000 a year an amount that does not include the costs of this public employees benefits perks and living expenses for a lavish house an upscale car a spending allowance and fine dining almost every day on the taxpayer dollar
0,the governments twice the size it was 10 years ago its 30 percent bigger than it was when barack obama became president
0,americans bought into climate change in 200406 but then most began wandering away from this issue
0,says its not true that florida black bears are an apex predator
0,minnesota is kicking butt relative to wisconsin on everything from employment and job creation to school test scores educated work force and a host of other factors and rankings
0,air travelers cant get on a plane in the united states without someone doing a background check on them
0,the vast majority of minimum wage workers get a raise within a year
0,more than threequarters of the oil is gone
0,says president barack obama made unilateral changes to obamacare 38 times
0,says david dewhurst went out for drinks during senate debate on abortion bill
0,barack obamas recess appointment of richard cordray is precisely what thensen obama claimed would be the wrong thing to do
0,youve got more people wanting to go moose hunting in new hampshire than want obamacare
0,there are currently delays of up to six months in the processing of dna evidence at the state run crime lab
0,a new rasmussen poll shows people oppose sotomayors confirmation only 37 percent support it
0,says the security against foreign enemies act of 2015 would not pause the resettlement of syrian refugees in the united states
0,f the grade given to florida for college affordability under jeb bushs leadership
0,we know that saudi arabia started alqaida
0,says that voter identification laws keep poor people from voting minorities from voting the elderly from voting students from voting
0,undocumented immigrantspay 12 billion a year into social security
0,under a new law regulating abortions even if youre raped if you dont report it in the first 30 days the republicans will force you to have an ultrasound
0,says florida is a model for successful pretrial release programs
0,a study by the university of virginia pulls back the curtain on medicaids tragically bad outcomes including increased risk of adjusted mortality
0,fact repealing obamacare would be easier than repealing prohibition
0,says missouri needs a voter id law because theres over 16 people in the state of missouri who have been convicted of some type of voter fraud
0,the united states has a supply of more than 100 years of natural gas
0,says lois frankel took a 40 percent pay raise as mayor while west palm beach lost jobs
0,for decades before i was elected governors tried and failed to get minnesota out of the top 10 highesttaxed states in the country i actually did it
0,as mayor every year i was in office i did reduce taxes
0,eighty percent of the net new jobs created in the state of texas since 2009 went to the foreignborn
0,paul ryan cut embassy security in his budget by 300 million below what we asked for
0,america never made up for the gutting of the intelligence services that bill clinton did i think those are former cia director george tenets words that bill clinton gutted american intelligence
0,says she helped lead the launch of curbside recycling
0,sixtytwo percent of all personal bankruptcies are caused by medical problems
0,a ban on earmarks greatly weakens the authority congress has over spending to the benefit of the executive branch
0,obama voted for and even sponsored amendments that were intended to kill the immigration overhaul legislation
0,says milwaukee blacks have 55 percent male unemployment 60 percent truancy a 50 percent graduation rate the worst reading scores and lead in infant mortality
0,says under president barack obama the united states has created five million jobs
